Quarter,male_share_mean,male_share_p05,male_share_p95,female_share_mean,female_share_p05,female_share_p95
2040Q4,0.712600636438859,0.6614034142675895,0.7595742933353129,0.28739936356114104,0.2404257066646871,0.33859658573241047
2041Q1,0.712600636438859,0.6631666072326434,0.7622717880791651,0.28739936356114104,0.23772821192083493,0.3368333927673566
2041Q2,0.712600636438859,0.6622637306853428,0.762267493823144,0.28739936356114104,0.23773250617685604,0.33773626931465717
2041Q3,0.712600636438859,0.6632914140823594,0.7641952289326205,0.28739936356114104,0.23580477106737951,0.33670858591764063
2041Q4,0.712600636438859,0.6610778152942999,0.7665155931719043,0.28739936356114104,0.23348440682809568,0.3389221847057001
2042Q1,0.712600636438859,0.6609786351204677,0.7642653239551277,0.28739936356114104,0.2357346760448723,0.33902136487953227
2042Q2,0.712600636438859,0.6616573623258424,0.7648707244884196,0.28739936356114104,0.23512927551158036,0.3383426376741576
2042Q3,0.712600636438859,0.6581807569400314,0.7635693554414772,0.28739936356114104,0.2364306445585228,0.3418192430599686
2042Q4,0.712600636438859,0.6580626450453138,0.7615829238357527,0.28739936356114104,0.23841707616424734,0.34193735495468625
2043Q1,0.712600636438859,0.6603670018180275,0.7599589745168622,0.28739936356114104,0.24004102548313777,0.33963299818197246
2043Q2,0.712600636438859,0.6570233780850802,0.7619359628501526,0.28739936356114104,0.23806403714984736,0.34297662191491984
2043Q3,0.712600636438859,0.6553840516196159,0.7635100556707503,0.28739936356114104,0.23648994432924975,0.3446159483803841
2043Q4,0.712600636438859,0.6568529913230083,0.7617157859578353,0.28739936356114104,0.2382842140421647,0.34314700867699166
2044Q1,0.712600636438859,0.6566693899839366,0.7638255551139375,0.28739936356114104,0.23617444488606254,0.34333061001606335
2044Q2,0.712600636438859,0.6581536638280884,0.766077643868531,0.28739936356114104,0.23392235613146894,0.3418463361719116
2044Q3,0.712600636438859,0.6549872700695624,0.7607870930592158,0.28739936356114104,0.23921290694078423,0.34501272993043763
2044Q4,0.712600636438859,0.6517359695908281,0.7636189417216354,0.28739936356114104,0.23638105827836464,0.34826403040917187
2045Q1,0.712600636438859,0.6556275505434516,0.7637678417308003,0.28739936356114104,0.23623215826919974,0.34437244945654844
2045Q2,0.712600636438859,0.6555168508072042,0.7656907208490037,0.28739936356114104,0.2343092791509963,0.34448314919279577
2045Q3,0.712600636438859,0.6559427984093429,0.7628276831729078,0.28739936356114104,0.23717231682709217,0.3440572015906571
2045Q4,0.712600636438859,0.6546285800210507,0.7638055336851495,0.28739936356114104,0.23619446631485053,0.34537141997894927
2046Q1,0.712600636438859,0.6549275511182737,0.7665606388590099,0.28739936356114104,0.23343936114099006,0.3450724488817263
2046Q2,0.712600636438859,0.6564045075151841,0.7696629859034891,0.28739936356114104,0.23033701409651086,0.3435954924848159
2046Q3,0.712600636438859,0.6547374346885857,0.7680274974880139,0.28739936356114104,0.2319725025119861,0.3452625653114143
2046Q4,0.712600636438859,0.6483663064351485,0.7693094608770571,0.28739936356114104,0.2306905391229429,0.3516336935648515
2047Q1,0.712600636438859,0.6467047475647274,0.766561912235215,0.28739936356114104,0.23343808776478503,0.3532952524352726
2047Q2,0.712600636438859,0.6459154741393549,0.7729015906018811,0.28739936356114104,0.22709840939811887,0.3540845258606451
2047Q3,0.712600636438859,0.6449270283288102,0.7698171914765461,0.28739936356114104,0.23018280852345385,0.3550729716711898
2047Q4,0.712600636438859,0.6458709883110397,0.767903151867249,0.28739936356114104,0.232096848132751,0.35412901168896027
2048Q1,0.712600636438859,0.6463599733239768,0.7677816302889002,0.28739936356114104,0.23221836971109977,0.35364002667602323
2048Q2,0.712600636438859,0.6458240142887719,0.7675769891428145,0.28739936356114104,0.23242301085718553,0.3541759857112281
2048Q3,0.712600636438859,0.64750943956262,0.7689337759670835,0.28739936356114104,0.23106622403291655,0.35249056043738003
2048Q4,0.712600636438859,0.6434500226654178,0.7700201264493519,0.28739936356114104,0.22997987355064808,0.35654997733458216
2049Q1,0.712600636438859,0.6438906446345926,0.7722460975429126,0.28739936356114104,0.22775390245708738,0.35610935536540744
2049Q2,0.712600636438859,0.6464824649688102,0.773415419959718,0.28739936356114104,0.22658458004028204,0.35351753503118977
2049Q3,0.712600636438859,0.6442774761424305,0.7703024469290388,0.28739936356114104,0.22969755307096118,0.35572252385756953
2049Q4,0.712600636438859,0.64601774106511,0.772633137780127,0.28739936356114104,0.227366862219873,0.35398225893489
2050Q1,0.712600636438859,0.6432681102288152,0.7719575237158237,0.28739936356114104,0.2280424762841763,0.35673188977118475
2050Q2,0.712600636438859,0.6456804840162139,0.7717110879166796,0.28739936356114104,0.22828891208332036,0.3543195159837861
2050Q3,0.712600636438859,0.6457394862898539,0.7712290832755108,0.28739936356114104,0.22877091672448924,0.3542605137101461
2050Q4,0.712600636438859,0.6439921569366376,0.7710686499104724,0.28739936356114104,0.22893135008952759,0.3560078430633624
