,Workforce jobs by industry  (thousand),low level aggregate,growth q on q,"Output per job: Manufacturing C SIC07, 2023=100, SA, UK","Output per hour: Manufacturing C SIC07, 2023=100, SA, UK","Productivity jobs: Manufacturing C SIC07, 2023=100, SA, UK",UKManufTO: 10-33 - UK Manufacturing TOTAL (£m),,,,Date,"Spot exchange rate, US $ into Sterling              [a] [a] [a]             XUDLUSS",Date,"Spot exchange rate, Euro into Sterling              [a] [a] [a]             XUDLERS",,year,month,UK_EPolicyUncertianty_Index
,,,,,,,,,,,29 Jan 09,1.4323,29 Jan 09,1.095,,,,
,,,,,,,,,,,28 Jan 09,1.4304,28 Jan 09,1.0818,,,,
,,,,,,,,,,,27 Jan 09,1.4171,27 Jan 09,1.0759,,,,
,,,,,,,,,,,26 Jan 09,1.3938,26 Jan 09,1.0612,,,,
,,,,,,,,,,,23 Jan 09,1.3668,23 Jan 09,1.0686,,,,
,,,,,,,,,,,22 Jan 09,1.3748,22 Jan 09,1.0608,,,,
,,,,,,,,,,,21 Jan 09,1.3733,21 Jan 09,1.0669,,,,
,,,,,,,,,,,20 Jan 09,1.3966,20 Jan 09,1.0816,,,,
,,,,,,,,,,,19 Jan 09,1.4521,19 Jan 09,1.1043,,,,
,,,,,,,,,,,16 Jan 09,1.4834,16 Jan 09,1.1195,,,,
,,,,,,,,,,,15 Jan 09,1.4565,15 Jan 09,1.115,,,,
,,,,,,,,,,,14 Jan 09,1.4549,14 Jan 09,1.1052,,,,
,,,,,,,,,,,13 Jan 09,1.4559,13 Jan 09,1.105,,,,
,,,,,,,,,,,12 Jan 09,1.4841,12 Jan 09,1.1114,,,,
,,,,,,,,,,,09 Jan 09,1.5231,09 Jan 09,1.1274,,,,
,,,,,,,,,,,08 Jan 09,1.5201,08 Jan 09,1.108,,,,
,,,,,,,,,,,07 Jan 09,1.5161,07 Jan 09,1.1109,,,,
,,,,,,,,,,,06 Jan 09,1.4686,06 Jan 09,1.0979,,,,
,,,,,,,,,,,05 Jan 09,1.4567,05 Jan 09,1.0684,,,,
,,,,,,,,,,,02 Jan 09,1.4502,02 Jan 09,1.0407,,,,
,,,,,,,,,,,31 Dec 08,1.4376,31 Dec 08,1.0342,,,,
,,,,,,,,,,,30 Dec 08,1.4427,30 Dec 08,1.02,,,,
,,,,,,,,,,,29 Dec 08,1.4559,29 Dec 08,1.0229,,,,
,,,,,,,,,,,24 Dec 08,1.4721,24 Dec 08,1.0525,,,,
,,,,,,,,,,,23 Dec 08,1.4693,23 Dec 08,1.0542,,,,
,,,,,,,,,,,22 Dec 08,1.4733,22 Dec 08,1.0581,,,,
,,,,,,,,,,,19 Dec 08,1.4918,19 Dec 08,1.0707,,,,
,,,,,,,,,,,18 Dec 08,1.5339,18 Dec 08,1.0594,,,,
,,,,,,,,,,,17 Dec 08,1.5426,17 Dec 08,1.0769,,,,
,,,,,,,,,,,16 Dec 08,1.5291,16 Dec 08,1.1112,,,,
,,,,,,,,,,,15 Dec 08,1.5362,15 Dec 08,1.1235,,,,
,,,,,,,,,,,12 Dec 08,1.4923,12 Dec 08,1.1159,,,,
,,,,,,,,,,,11 Dec 08,1.4944,11 Dec 08,1.1293,,,,
,,,,,,,,,,,10 Dec 08,1.482,10 Dec 08,1.1409,,,,
,,,,,,,,,,,09 Dec 08,1.4799,09 Dec 08,1.1475,,,,
,,,,,,,,,,,08 Dec 08,1.4861,08 Dec 08,1.1495,,,,
,,,,,,,,,,,05 Dec 08,1.4567,05 Dec 08,1.1491,,,,
,,,,,,,,,,,04 Dec 08,1.469,04 Dec 08,1.1534,,,,
,,,,,,,,,,,03 Dec 08,1.4822,03 Dec 08,1.1677,,,,
